Name,Ticker,Coupon,Maturity,Maturity Type,Country/Region,Currency,Identifier,Bloomberg Composite Rating,Ask Price,Source
India Government Bond Coupon Strips,IGBCS,0,18-05-2042,AT MATURITY,IN,INR,DM1010592,#N/A N/A,32.647,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2045,AT MATURITY,IN,INR,DM1010600,#N/A N/A,24.458,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2044,AT MATURITY,IN,INR,DM1010642,#N/A N/A,26.587,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2043,AT MATURITY,IN,INR,DM1010667,#N/A N/A,28.882,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2047,AT MATURITY,IN,INR,DM1010683,#N/A N/A,21.544,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2046,AT MATURITY,IN,INR,DM1010725,#N/A N/A,23.464,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2045,AT MATURITY,IN,INR,DM1010733,#N/A N/A,25.512,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2049,AT MATURITY,IN,INR,DM1010766,#N/A N/A,18.129,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2047,AT MATURITY,IN,INR,DM1010790,#N/A N/A,20.631,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2046,AT MATURITY,IN,INR,DM1010816,#N/A N/A,22.48,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2050,AT MATURITY,IN,INR,DM1010840,#N/A N/A,16.62,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2048,AT MATURITY,IN,INR,DM1010865,#N/A N/A,19.767,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2048,AT MATURITY,IN,INR,DM1010899,#N/A N/A,18.925,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2051,AT MATURITY,IN,INR,DM1010923,#N/A N/A,15.238,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2050,AT MATURITY,IN,INR,DM1010949,#N/A N/A,15.908,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2049,AT MATURITY,IN,INR,DM1010972,#N/A N/A,17.352,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2052,AT MATURITY,IN,INR,DM1010998,#N/A N/A,13.411,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2051,AT MATURITY,IN,INR,DM1011020,#N/A N/A,14.592,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2052,AT MATURITY,IN,INR,DM1011053,#N/A N/A,13.984,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2053,AT MATURITY,IN,INR,DM1011061,#N/A N/A,12.377,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2053,AT MATURITY,IN,INR,DM1011103,#N/A N/A,12.882,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2054,AT MATURITY,IN,INR,DM1011137,#N/A N/A,11.45,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2055,AT MATURITY,IN,INR,DM1011145,#N/A N/A,11.018,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2054,AT MATURITY,IN,INR,DM1011186,#N/A N/A,11.908,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2057,AT MATURITY,IN,INR,DM1011194,#N/A N/A,9.414,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2056,AT MATURITY,IN,INR,DM1011228,#N/A N/A,10.186,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2055,AT MATURITY,IN,INR,DM1011236,#N/A N/A,10.592,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2058,AT MATURITY,IN,INR,DM1011277,#N/A N/A,8.334,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2057,AT MATURITY,IN,INR,DM1011301,#N/A N/A,9.04,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2056,AT MATURITY,IN,INR,DM1011319,#N/A N/A,9.795,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2060,AT MATURITY,IN,INR,DM1011350,#N/A N/A,7.362,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2059,AT MATURITY,IN,INR,DM1011384,#N/A N/A,8,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2058,AT MATURITY,IN,INR,DM1011392,#N/A N/A,8.683,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2061,AT MATURITY,IN,INR,DM1011418,#N/A N/A,6.493,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2060,AT MATURITY,IN,INR,DM1011467,#N/A N/A,7.06,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2059,AT MATURITY,IN,INR,DM1011475,#N/A N/A,7.674,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2063,AT MATURITY,IN,INR,DM1011483,#N/A N/A,5.739,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2061,AT MATURITY,IN,INR,DM1011517,#N/A N/A,6.772,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2062,AT MATURITY,IN,INR,DM1011525,#N/A N/A,6.23,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2063,AT MATURITY,IN,INR,DM1011558,#N/A N/A,5.513,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2062,AT MATURITY,IN,INR,DM1011582,#N/A N/A,5.976,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2064,AT MATURITY,IN,INR,DM1011590,#N/A N/A,5.305,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2066,AT MATURITY,IN,INR,DM1011632,#N/A N/A,4.609,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-05-2065,AT MATURITY,IN,INR,DM1011657,#N/A N/A,4.932,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2064,AT MATURITY,IN,INR,DM1011665,#N/A N/A,5.108,BVAL
India Government Bond Coupon Strips,IGBCS,0,18-11-2065,AT MATURITY,IN,INR,DM1011723,#N/A N/A,4.763,BVAL
India Government Bond Principal Strips,IGBPS,0,18-05-2066,AT MATURITY,IN,INR,DM1023272,#N/A N/A,4.609,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2027,AT MATURITY,IN,INR,DN7358803,#N/A N/A,94.566,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2028,AT MATURITY,IN,INR,DN7358811,#N/A N/A,91.693,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2027,AT MATURITY,IN,INR,DN7358829,#N/A N/A,97.358,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2029,AT MATURITY,IN,INR,DN7358845,#N/A N/A,86.117,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2028,AT MATURITY,IN,INR,DN7358852,#N/A N/A,88.923,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2033,AT MATURITY,IN,INR,DN7358936,#N/A N/A,65.73,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2033,AT MATURITY,IN,INR,DN7358969,#N/A N/A,63.488,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2034,AT MATURITY,IN,INR,DN7358985,#N/A N/A,61.254,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2035,AT MATURITY,IN,INR,DN7359009,#N/A N/A,57.031,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2034,AT MATURITY,IN,INR,DN7359017,#N/A N/A,59.133,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2036,AT MATURITY,IN,INR,DN7359025,#N/A N/A,51.194,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2036,AT MATURITY,IN,INR,DN7359033,#N/A N/A,53.069,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2039,AT MATURITY,IN,INR,DN7359041,#N/A N/A,42.456,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2035,AT MATURITY,IN,INR,DN7359058,#N/A N/A,55.037,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2041,AT MATURITY,IN,INR,DN7359074,#N/A N/A,34.925,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2037,AT MATURITY,IN,INR,DN7359082,#N/A N/A,47.558,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2037,AT MATURITY,IN,INR,DN7359090,#N/A N/A,49.335,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2038,AT MATURITY,IN,INR,DN7359108,#N/A N/A,44.121,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2044,AT MATURITY,IN,INR,DN7359116,#N/A N/A,28.481,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2038,AT MATURITY,IN,INR,DN7359124,#N/A N/A,45.794,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2040,AT MATURITY,IN,INR,DN7359140,#N/A N/A,39.31,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2045,AT MATURITY,IN,INR,DN7359157,#N/A N/A,25.154,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2039,AT MATURITY,IN,INR,DN7359165,#N/A N/A,40.879,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2041,AT MATURITY,IN,INR,DN7359181,#N/A N/A,36.331,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2047,AT MATURITY,IN,INR,DN7359199,#N/A N/A,22.155,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2040,AT MATURITY,IN,INR,DN7359207,#N/A N/A,37.816,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2042,AT MATURITY,IN,INR,DN7359223,#N/A N/A,32.204,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2049,AT MATURITY,IN,INR,DN7359231,#N/A N/A,18.648,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2042,AT MATURITY,IN,INR,DN7359249,#N/A N/A,33.524,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2043,AT MATURITY,IN,INR,DN7359264,#N/A N/A,29.688,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2050,AT MATURITY,IN,INR,DN7359272,#N/A N/A,17.098,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2043,AT MATURITY,IN,INR,DN7359280,#N/A N/A,30.909,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2045,AT MATURITY,IN,INR,DN7359298,#N/A N/A,26.213,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2051,AT MATURITY,IN,INR,DN7359306,#N/A N/A,15.675,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2044,AT MATURITY,IN,INR,DN7359314,#N/A N/A,27.338,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2046,AT MATURITY,IN,INR,DN7359322,#N/A N/A,23.133,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2052,AT MATURITY,IN,INR,DN7359330,#N/A N/A,13.783,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2046,AT MATURITY,IN,INR,DN7359348,#N/A N/A,24.113,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2048,AT MATURITY,IN,INR,DN7359363,#N/A N/A,19.481,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2053,AT MATURITY,IN,INR,DN7359371,#N/A N/A,12.706,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2047,AT MATURITY,IN,INR,DN7359389,#N/A N/A,21.233,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2049,AT MATURITY,IN,INR,DN7359405,#N/A N/A,17.865,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2055,AT MATURITY,IN,INR,DN7359413,#N/A N/A,11.3,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2048,AT MATURITY,IN,INR,DN7359421,#N/A N/A,20.332,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2052,AT MATURITY,IN,INR,DN7359439,#N/A N/A,14.381,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2056,AT MATURITY,IN,INR,DN7359447,#N/A N/A,10.452,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2050,AT MATURITY,IN,INR,DN7359454,#N/A N/A,16.377,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2054,AT MATURITY,IN,INR,DN7359462,#N/A N/A,11.752,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2057,AT MATURITY,IN,INR,DN7359470,#N/A N/A,9.29,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2051,AT MATURITY,IN,INR,DN7359488,#N/A N/A,15.016,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2057,AT MATURITY,IN,INR,DN7359496,#N/A N/A,9.663,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2059,AT MATURITY,IN,INR,DN7359504,#N/A N/A,8.217,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2053,AT MATURITY,IN,INR,DN7359512,#N/A N/A,13.227,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2058,AT MATURITY,IN,INR,DN7359538,#N/A N/A,8.568,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2060,AT MATURITY,IN,INR,DN7359546,#N/A N/A,7.262,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2054,AT MATURITY,IN,INR,DN7359553,#N/A N/A,12.214,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2060,AT MATURITY,IN,INR,DN7359579,#N/A N/A,7.566,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2055,AT MATURITY,IN,INR,DN7359587,#N/A N/A,10.874,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2062,AT MATURITY,IN,INR,DN7359595,#N/A N/A,6.401,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2061,AT MATURITY,IN,INR,DN7359611,#N/A N/A,6.68,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2064,AT MATURITY,IN,INR,DN7359629,#N/A N/A,5.441,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2056,AT MATURITY,IN,INR,DN7359637,#N/A N/A,10.051,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2063,AT MATURITY,IN,INR,DN7359652,#N/A N/A,5.893,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2065,AT MATURITY,IN,INR,DN7359660,#N/A N/A,5.047,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2058,AT MATURITY,IN,INR,DN7359678,#N/A N/A,8.916,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2067,AT MATURITY,IN,INR,DN7359686,#N/A N/A,4.266,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2063,AT MATURITY,IN,INR,DN7359694,#N/A N/A,5.663,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2059,AT MATURITY,IN,INR,DN7359702,#N/A N/A,7.892,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2070,AT MATURITY,IN,INR,DN7359736,#N/A N/A,3.631,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2066,AT MATURITY,IN,INR,DN7359744,#N/A N/A,4.71,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2061,AT MATURITY,IN,INR,DN7359751,#N/A N/A,6.96,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2072,AT MATURITY,IN,INR,DN7359777,#N/A N/A,3.113,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2067,AT MATURITY,IN,INR,DN7359785,#N/A N/A,4.408,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2062,AT MATURITY,IN,INR,DN7359793,#N/A N/A,6.145,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2074,AT MATURITY,IN,INR,DN7359801,#N/A N/A,2.848,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2068,AT MATURITY,IN,INR,DN7359827,#N/A N/A,3.996,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2064,AT MATURITY,IN,INR,DN7359835,#N/A N/A,5.237,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2075,AT MATURITY,IN,INR,DN7359843,#N/A N/A,2.615,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2069,AT MATURITY,IN,INR,DN7359850,#N/A N/A,3.748,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2065,AT MATURITY,IN,INR,DN7359868,#N/A N/A,4.874,BVAL
India Government Bond Principal Strips,IGBPS,0,19-01-2076,AT MATURITY,IN,INR,DN7359884,#N/A N/A,2.543,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2066,AT MATURITY,IN,INR,DN7359892,#N/A N/A,4.557,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2071,AT MATURITY,IN,INR,DN7359900,#N/A N/A,3.411,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2068,AT MATURITY,IN,INR,DN7359926,#N/A N/A,4.128,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2072,AT MATURITY,IN,INR,DN7359934,#N/A N/A,3.208,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2073,AT MATURITY,IN,INR,DN7359942,#N/A N/A,2.934,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2069,AT MATURITY,IN,INR,DN7359959,#N/A N/A,3.869,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2075,AT MATURITY,IN,INR,DN7359967,#N/A N/A,2.689,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2070,AT MATURITY,IN,INR,DN7359975,#N/A N/A,3.519,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2071,AT MATURITY,IN,INR,DN7360007,#N/A N/A,3.308,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2073,AT MATURITY,IN,INR,DN7360023,#N/A N/A,3.021,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-07-2074,AT MATURITY,IN,INR,DN7360031,#N/A N/A,2.768,BVAL
India Government Bond Coupon Strips,IGBCS,0,19-01-2076,AT MATURITY,IN,INR,DN7360049,#N/A N/A,2.543,BVAL
India Government Bond Principal Strips,IGBPS,0,02-07-2040,AT MATURITY,IN,INR,EI3453525,#N/A N/A,37.954,BVAL
India Government Bond Coupon Strips,IGBCS,0,02-07-2028,AT MATURITY,IN,INR,EI4391211,#N/A N/A,89.178,BVAL
India Government Bond Coupon Strips,IGBCS,0,02-01-2029,AT MATURITY,IN,INR,EI4391252,#N/A N/A,86.373,BVAL
India Government Bond Coupon Strips,IGBCS,0,02-07-2029,AT MATURITY,IN,INR,EI4391294,#N/A N/A,83.689,BVAL
India Government Bond Coupon Strips,IGBCS,0,02-01-2030,AT MATURITY,IN,INR,EI4391419,#N/A N/A,80.945,BVAL
